word_id,sentence_id,word,label,is_ne,is_spelling_correct
233,13,ni,FIL,,True
234,13,Belinda,OTH,NE,True
235,13,whahaaahah,OTH,EXPR,True
236,14,Kaya,FIL,,True
237,14,ito,FIL,,True
238,14,ngayon,FIL,,True
239,14,ang,FIL,,True
240,14,kinakatakutan,FIL,,True
241,14,ng,FIL,,True
242,14,mga,FIL,,True
243,14,tao,FIL,,True
244,14,sa,FIL,,True
245,14,amin,FIL,,True
246,14,.,OTH,,True
247,15,Ikaw,FIL,,True
248,15,pa,FIL,,True
249,15,rin,FIL,,True
250,15,ang,FIL,,True
251,15,pipiliin,FIL,,True
252,15,ko,FIL,,True
292,17,Alamin,FIL,,True
293,17,ang,FIL,,True
294,17,4S,OTH,ABB,True
295,17,LABAN,FIL,,True
296,17,SA,FIL,,True
297,17,DENGUE,ENG,NE,True
298,17,upang,FIL,,True
299,17,maiwasan,FIL,,True
300,17,ang,FIL,,True
301,17,sakit,FIL,,True
302,17,na,FIL,,True
303,17,ito,FIL,,True
304,17,sa,FIL,,True
305,17,ating,FIL,,True
306,17,komunidad,FIL,,True
307,17,.,OTH,,True
308,18,yung,FIL,,True
309,18,may,FIL,,True
310,18,natutunan,FIL,,True
311,18,ka,FIL,,True
312,18,ng,FIL,,True
313,18,recipe,ENG,,True
314,18,tapos,FIL,,True
315,18,ang,FIL,,True
316,18,gwapo,FIL,,True
317,18,pa,FIL,,True
318,18,ng,FIL,,True
319,18,chef,ENG,,True
320,18,!,OTH,,True
344,20,May,FIL,,True
345,20,mga,FIL,,True
346,20,bahagi,FIL,,True
347,20,din,FIL,,True
348,20,ito,FIL,,True
349,20,katulad,FIL,,True
350,20,ng,FIL,,True
351,20,mga,FIL,,True
352,20,talulot,FIL,,True
353,20,na,FIL,,True
354,20,napagkukunan,FIL,,True
355,20,ng,FIL,,True
356,20,.,OTH,,True
357,21,Huwag,FIL,,True
358,21,mong,FIL,,True
359,21,hamakin,FIL,,True
360,21,palagi,FIL,,True
361,21,ang,FIL,,True
362,21,iyong,FIL,,True
363,21,sarili,FIL,,True
364,21,.,OTH,,True
365,22,Wala,FIL,,True
366,22,nang,FIL,,True
367,22,ibang,FIL,,True
368,22,kayang,FIL,,True
369,22,gawin,FIL,,True
370,22,?,OTH,,True
371,23,Kulang,FIL,,True
372,23,pa,FIL,,True
373,23,yan,FIL,,True
374,23,kuya,FIL,,True
375,23,gawin,FIL,,True
376,23,mo,FIL,,True
377,23,anim,FIL,,True
378,23,ang,FIL,,True
379,23,puge,FIL,,False
380,23,mo,FIL,,True
381,23,naman,FIL,,True
423,25,Natanggal,FIL,,True
424,25,na,FIL,,True
425,25,sama,FIL,,True
426,25,ng,FIL,,True
427,25,loob,FIL,,True
428,25,ko,FIL,,True
429,25,ng,FIL,,True
430,25,dahil,FIL,,True
431,25,sa,FIL,,True
432,25,basketball,ENG,,True
433,26,mukhang,FIL,,True
434,26,sa,FIL,,True
435,26,literature,ENG,,True
436,26,pa,FIL,,True
437,26,ako,FIL,,True
438,26,babagsak,FIL,,True
439,26,ah,OTH,EXPR,True
472,31,lakas,FIL,,True
473,31,magbigay,FIL,,True
474,31,ng,FIL,,True
475,31,ano,FIL,,True
476,31,",",OTH,,True
477,31,di,FIL,,True
478,31,naman,FIL,,True
479,31,pala,FIL,,True
480,31,totoo,FIL,,True
497,34,na,FIL,,True
498,34,magtala,FIL,,True
499,34,ng,FIL,,True
500,34,pinakamataas,FIL,,True
501,34,na,FIL,,True
502,34,arawang,FIL,,True
503,34,pagtala,FIL,,True
504,34,ng,FIL,,True
505,34,mga,FIL,,True
506,34,kaso,FIL,,True
507,34,.,OTH,,True
508,35,Kung,FIL,,True
509,35,totoong,FIL,,True
510,35,may,FIL,,True
511,35,ibang,FIL,,True
512,35,tao,FIL,,True
513,35,na,FIL,,True
514,35,nagkanulo,FIL,,True
515,35,sa,FIL,,True
516,35,Diyos,FIL,NE,True
517,35,",",OTH,,True
518,35,tiyak,FIL,,True
519,35,na,FIL,,True
520,35,lubhang,FIL,,True
521,35,nasasaktan,FIL,,True
522,35,at,FIL,,True
523,35,nagdadalamhati,FIL,,True
524,35,ngayon,FIL,,True
525,35,ang,FIL,,True
526,35,Diyos,FIL,NE,True
527,35,",",OTH,,True
528,35,at,FIL,,True
529,35,dapat,FIL,,True
530,35,kong,FIL,,True
531,35,subukan,FIL,,True
532,35,ngayong,FIL,,True
533,35,aliwin,FIL,,True
534,35,ang,FIL,,True
535,35,puso,FIL,,True
536,35,ng,FIL,,True
537,35,Diyos,FIL,NE,True
538,35,sa,FIL,,True
539,35,pamamagitan,FIL,,True
540,35,ng,FIL,,True
541,35,aking,FIL,,True
542,35,sariling,FIL,,True
543,35,katapatan,FIL,,True
544,35,.,OTH,,True
600,38,Paano,FIL,,True
601,38,magiging,FIL,,True
602,38,kapareho,FIL,,True
603,38,ng,FIL,,True
604,38,Diyos,FIL,NE,True
605,38,ang,FIL,,True
606,38,Kanyang,FIL,,True
607,38,sangnilikha,FIL,,True
608,38,?,OTH,,True
609,39,Naghahanap,FIL,,True
610,39,po,FIL,,True
611,39,ako,FIL,,True
612,39,nang,FIL,,True
613,39,mas,FIL,,True
614,39,matanda,FIL,,True
615,39,sa,FIL,,True
616,39,akin,FIL,,True
617,39,.,OTH,,True
632,41,Kakahiya,FIL,,True
633,41,kayo,FIL,,True
634,41,GMA,OTH,ABB_NE,True
635,41,",",OTH,,True
636,41,hanap,FIL,,True
637,41,naman,FIL,,True
638,41,kayo,FIL,,True
639,41,ng,FIL,,True
640,41,sensitive,ENG,,True
641,41,na,FIL,,True
642,41,interviewee,ENG,,True
643,41,sa,FIL,,True
644,41,isyu,FIL,,True
645,41,.,OTH,,True
646,42,patapos,FIL,,True
647,42,na,FIL,,True
648,42,yung,FIL,,True
649,42,buwan,FIL,,True
650,42,ng,FIL,,True
651,42,oct,OTH,ABB,True
793,46,"""",OTH,,True
794,46,Ask,ENG,,True
795,46,ko,FIL,,True
796,46,lang,FIL,,True
797,46,sana,FIL,,True
798,46,if,ENG,,True
799,46,hindi,FIL,,True
800,46,ako,FIL,,True
801,46,nakakaistorbo,FIL,,True
802,46,sa,FIL,,True
803,46,pagbabasa,FIL,,True
804,46,mo,FIL,,True
805,46,"""",OTH,,True
806,46,"""",OTH,,True
807,46,Yes,ENG,,True
808,46,ok,ENG,,True
809,46,lang,FIL,,True
810,46,naman,FIL,,True
811,46,"""",OTH,,True
812,46,"""",OTH,,True
813,46,Bakit,FIL,,True
814,46,ba,FIL,,True
815,46,ang,FIL,,True
816,46,daming,FIL,,True
817,46,fangirls,ENG,,True
818,46,nila,FIL,,True
819,46,?,OTH,,True
842,48,Sa,FIL,,True
843,48,opisyal,FIL,,True
844,48,na,FIL,,True
845,48,pagkaluklok,FIL,,True
846,48,kay,FIL,,True
847,48,Velasco,OTH,NE,True
848,48,",",OTH,,True
849,48,ang,FIL,,True
850,48,bawat,FIL,,True
851,48,partido,FIL,,True
852,48,sa,FIL,,True
853,48,Kamara,FIL,NE,True
854,48,ay,FIL,,True
855,48,nagpahayag,FIL,,True
856,48,ng,FIL,,True
857,48,kanilang,FIL,,True
858,48,suportado,FIL,,True
859,48,sa,FIL,,True
860,48,liderato,FIL,,True
861,48,nito,FIL,,True
862,48,.,OTH,,True
970,54,Eh,OTH,EXPR,True
971,54,diba,FIL,,True
972,54,kayong,FIL,,True
973,54,mga,FIL,,True
974,54,bumoboto,FIL,,True
975,54,nakasalalay,FIL,,True
976,54,sa,FIL,,True
977,54,inyo,FIL,,True
978,54,kung,FIL,,True
979,54,sino,FIL,,True
980,54,ang,FIL,,True
981,54,ihahalal,FIL,,True
982,54,?,OTH,,True
983,55,Ang,FIL,,True
984,55,sarap,FIL,,True
985,55,nang,FIL,,True
986,55,feeling,ENG,,True
987,55,na,FIL,,True
988,55,may,FIL,,True
989,55,kaibigan,FIL,,True
990,55,ka,FIL,,True
991,55,na,FIL,,True
992,55,mahal,FIL,,True
993,55,.,OTH,,True
994,57,Hahaha,OTH,EXPR,True
995,57,sa,FIL,,True
996,57,tagal,FIL,,True
997,57,ngayon,FIL,,True
998,57,nalang,FIL,,True
999,57,nagkaron,FIL,,True
1000,57,ng,FIL,,True
1001,57,mahabang,FIL,,True
1002,57,title,ENG,,True
1003,57,hahaha,OTH,EXPR,True
1024,59,Sinasabing,FIL,,True
1025,59,pili,FIL,,True
1026,59,ang,FIL,,True
1027,59,mga,FIL,,True
1028,59,pinagsasarang,FIL,,True
1029,59,tindahan,FIL,,True
1030,59,.,OTH,,True
1031,60,Please,ENG,,True
1032,60,pasagot,FIL,,True
1033,60,po,FIL,,True
1034,60,ayoko,FIL,,True
1035,60,na,FIL,,True
1036,60,po,FIL,,True
1037,60,kasi,FIL,,True
1038,60,siyang,FIL,,True
1039,60,maging,FIL,,True
1040,60,prof,OTH,ABB,True
1041,60,ulit,FIL,,True
1042,60,sa,FIL,,True
1043,60,next,ENG,,True
1044,60,sem,OTH,ABB,True
1045,61,Bibigyan,FIL,,True
1046,61,natin,FIL,,True
1047,61,ng,FIL,,True
1048,61,flexibility,ENG,,True
1049,61,ang,FIL,,True
1050,61,ating,FIL,,True
1051,61,mga,FIL,,True
1052,61,government,ENG,,True
1053,61,chief,ENG,,True
1054,61,executive,ENG,,True
1055,61,para,FIL,,True
1056,61,i-determine,FIL,,True
1057,61,sino,FIL,,True
1058,61,ang,FIL,,True
1059,61,mga,FIL,,True
1060,61,kasama,FIL,,True
1061,61,sa,FIL,,True
1062,61,A5,OTH,ABB,True
1063,61,(,OTH,,True
1064,61,We,ENG,,True
1065,61,will,ENG,,True
1066,61,start,ENG,,True
1067,61,with,ENG,,True
1068,61,A4,OTH,ABB,True
1069,61,vaccination,ENG,,True
1070,61,in,ENG,,True
1071,61,NCR,OTH,ABB_NE,True
1072,61,Plus,ENG,,True
1073,61,8,OTH,,True
1074,61,.,OTH,,True
1090,63,Si,FIL,,True
1091,63,Vanessa,OTH,NE,True
1092,63,Valdez,OTH,NE,True
1093,63,na,FIL,,True
1094,63,isang,FIL,,True
1095,63,housekeeper,ENG,,True
1096,63,sa,FIL,,True
1097,63,Texas,ENG,NE,True
1098,63,ay,FIL,,True
1099,63,nagtuturo,FIL,,True
1100,63,kung,FIL,,True
1101,63,paano,FIL,,True
1102,63,linisin,FIL,,True
1103,63,ang,FIL,,True
1104,63,bawat,FIL,,True
1105,63,sulok,FIL,,True
1106,63,ng,FIL,,True
1107,63,bahay,FIL,,True
1108,63,.,OTH,,True
1209,66,Huwag,FIL,,True
1210,66,kayong,FIL,,True
1211,66,lalaban,FIL,,True
1212,66,baka,FIL,,True
1213,66,mabura,FIL,,True
1214,66,kayo,FIL,,True
1215,66,sa,FIL,,True
1216,66,mapa,FIL,,True
1217,67,Samantala,FIL,,True
1218,67,",",OTH,,True
1219,67,lumampas,FIL,,True
1220,67,na,FIL,,True
1221,67,sa,FIL,,True
1222,67,36,OTH,,True
1223,67,milyon,FIL,,True
1224,67,ang,FIL,,True
1225,67,dami,FIL,,True
1226,67,ng,FIL,,True
1227,67,mga,FIL,,True
1228,67,taong,FIL,,True
1229,67,nadapuan,FIL,,True
1230,67,ng,FIL,,True
1231,67,COVID-19,OTH,ABB_NE,True
1232,67,sa,FIL,,True
1233,67,buong,FIL,,True
1234,67,mundo,FIL,,True
1235,67,.,OTH,,True
1236,68,Sa,FIL,,True
1237,68,Budismo,FIL,NE,True
1238,68,",",OTH,,True
1239,68,ang,FIL,,True
1240,68,pagtatamo,FIL,,True
1241,68,ng,FIL,,True
1242,68,kawalang-kamatayan,FIL,,True
1243,68,ay,FIL,,True
1244,68,nangangahulugang,FIL,,True
1245,68,pagpasok,FIL,,True
1246,68,sa,FIL,,True
1247,68,Nirvana,OTH,NE,True
1248,68,",",OTH,,True
1249,68,ngunit,FIL,,True
1250,68,ano,FIL,,True
1251,68,ang,FIL,,True
1252,68,tawag,FIL,,True
1253,68,nila,FIL,,True
1254,68,dito,FIL,,True
1255,68,sa,FIL,,True
1256,68,Kristiyanismo,FIL,NE,True
1257,68,?,OTH,,True
1276,71,Baka,FIL,,True
1277,71,matalo,FIL,,True
1278,71,kayo,FIL,,True
1279,71,ng,FIL,,True
1280,71,jamill,OTH,NE,True
1281,71,haha,OTH,EXPR,True
1322,74,MagpaGA,OTH,ABB,True
1323,74,na,FIL,,True
1324,74,lang,FIL,,True
1325,74,kaya,FIL,,True
1326,74,ako,FIL,,True
1327,74,ng,FIL,,True
1328,74,bigas,FIL,,True
1329,74,para,FIL,,True
1330,74,sa,FIL,,True
1331,74,birthday,ENG,,True
1332,74,ni,FIL,,True
1333,74,Woozi,OTH,NE,True
1334,74,?,OTH,,True
1378,77,kawawa,FIL,,True
1379,77,ang,FIL,,True
1380,77,mga,FIL,,True
1381,77,kabataan,FIL,,True
1382,77,dahil,FIL,,True
1383,77,sa,FIL,,True
1384,77,drugs,ENG,,True
1385,77,na,FIL,,True
1386,77,yan,FIL,,True
1399,79,Sa,FIL,,True
1400,79,buong,FIL,,True
1401,79,buhay,FIL,,True
1402,79,ko,FIL,,True
1403,79,",",OTH,,True
1404,79,wala,FIL,,True
1405,79,akong,FIL,,True
1406,79,laban,FIL,,True
1407,79,na,FIL,,True
1408,79,inaatrasan,FIL,,True
1409,79,dahil,FIL,,True
1410,79,sa,FIL,,True
1411,79,ngalan,FIL,,True
1412,79,ng,FIL,,True
1413,79,prinsipyo,FIL,,True
1414,79,",",OTH,,True
1415,79,karangalan,FIL,,True
1416,79,ng,FIL,,True
1417,79,bayan,FIL,,True
1418,79,ay,FIL,,True
1419,79,tumayo,FIL,,True
1420,79,ako,FIL,,True
1421,79,",",OTH,,True
1422,79,nanindigan,FIL,,True
1423,79,at,FIL,,True
1424,79,nakikipaglaban,FIL,,True
1425,79,.,OTH,,True
1426,80,Need,ENG,,True
1427,80,tignan,FIL,,True
1428,80,ng,FIL,,True
1429,80,present,ENG,,True
1430,80,school,ENG,,True
1431,80,ang,FIL,,True
1432,80,history,ENG,,True
1433,80,ng,FIL,,True
1434,80,student,ENG,,True
1435,80,sa,FIL,,True
1436,80,LIS,OTH,ABB_NE,True
1437,80,.,OTH,,True
1460,82,Naiyak,FIL,,True
1461,82,ako,FIL,,True
1462,82,doon,FIL,,True
1463,82,sa,FIL,,True
1464,82,sinabi,FIL,,True
1465,82,ng,FIL,,True
1466,82,tatay,FIL,,True
1467,82,na,FIL,,True
1468,82,"""",OTH,,True
1469,82,Anak,FIL,,True
1470,82,",",OTH,,True
1471,82,"""",OTH,,True
1472,82,,OTH,,True
1473,82,at,FIL,,True
1474,82,"""",OTH,,True
1475,82,I,ENG,,True
1476,82,love,ENG,,True
1477,82,you,ENG,,True
1478,82,.,OTH,,True
1479,82,"""",OTH,,True
1480,82,,OTH,,True
1481,83,Sa,FIL,,True
1482,83,sobrang,FIL,,True
1483,83,pag,FIL,,True
1484,83,titipid,FIL,,True
1485,83,ng,FIL,,True
1486,83,gobyerno,FIL,,True
1487,83,ayan,FIL,,True
1488,83,buhay,FIL,,True
1489,83,ng,FIL,,True
1490,83,mga,FIL,,True
1491,83,sundalo,FIL,,True
1492,83,natin,FIL,,True
1493,83,ang,FIL,,True
1494,83,naka,FIL,,True
1495,83,taya,FIL,,True
1496,83,.,OTH,,True
1511,85,Isinailalim,FIL,,True
1512,85,sa,FIL,,True
1513,85,state,ENG,,True
1514,85,of,ENG,,True
1515,85,calamity,ENG,,True
1516,85,ang,FIL,,True
1517,85,Barangay,FIL,NE,True
1518,85,Pasian,OTH,NE,True
1519,85,sa,FIL,,True
1520,85,bayan,FIL,,True
1521,85,ng,FIL,,True
1522,85,Monkayo,OTH,NE,True
1523,85,",",OTH,,True
1524,85,Davao,OTH,NE,True
1525,85,de,OTH,NE,True
1526,85,Oro,OTH,NE,True
1527,85,ngayong,FIL,,True
1528,85,Biyernes,FIL,,True
1529,85,",",OTH,,True
1530,85,dahil,FIL,,True
1531,85,sa,FIL,,True
1532,85,diarrhea,ENG,,True
1533,85,outbreak,ENG,,True
1534,85,na,FIL,,True
1535,85,nagsimula,FIL,,True
1536,85,noong,FIL,,True
1537,85,Linggo,FIL,,True
1538,85,.,OTH,,True
1546,87,Pero,FIL,,True
1547,87,sa,FIL,,True
1548,87,totoo,FIL,,True
1549,87,lang,FIL,,True
1550,87,",",OTH,,True
1551,87,bagay,FIL,,True
1552,87,sana,FIL,,True
1553,87,na,FIL,,True
1554,87,gumawa,FIL,,True
1555,87,rin,FIL,,True
1556,87,sila,FIL,,True
1557,87,ng,FIL,,True
1558,87,pelikula,FIL,,True
1559,87,ni,FIL,,True
1560,87,Julia,OTH,NE,True
1561,87,",",OTH,,True
1562,87,di,FIL,EXPR,True
1563,87,ba,FIL,EXPR,True
1564,87,?,OTH,,True
1565,88,Marahil,FIL,,True
1566,88,nagkaroon,FIL,,True
1567,88,ng,FIL,,True
1568,88,pagbabago,FIL,,True
1569,88,kasi,FIL,,True
1570,88,magkalapit,FIL,,True
1571,88,lamang,FIL,,True
1572,88,sila,FIL,,True
1573,88,ng,FIL,,True
1574,88,pagbigkas,FIL,,True
1575,88,.,OTH,,True
1576,89,Isiniwalat,FIL,,True
1577,89,ni,FIL,,True
1578,89,Jeffrey,OTH,NE,True
1579,89,kung,FIL,,True
1580,89,ano,FIL,,True
1581,89,ba,FIL,,True
1582,89,talaga,FIL,,True
1583,89,ang,FIL,,True
1584,89,nangyari,FIL,,True
1585,89,.,OTH,,True
1586,90,Patay,FIL,,True
1587,90,ang,FIL,,True
1588,90,dalawang,FIL,,True
1589,90,big-time,ENG,,True
1590,90,drug,ENG,,True
1591,90,pusher,ENG,,True
1592,90,habang,FIL,,True
1593,90,tinatayang,FIL,,True
1594,90,nasa,FIL,,True
1595,90,31,OTH,,True
1596,90,kilo,FIL,,True
1597,90,ng,FIL,,True
1598,90,shabu,FIL,,True
1599,90,na,FIL,,True
1600,90,nagkakahalaga,FIL,,True
1601,90,ng,FIL,,True
1602,90,P210,OTH,,True
1603,90,milyon,FIL,,True
1604,90,ang,FIL,,True
1605,90,nasamsam,FIL,,True
1606,90,sa,FIL,,True
1607,90,mga,FIL,,True
1608,90,ito,FIL,,True
1609,90,",",OTH,,True
1610,90,matapos,FIL,,True
1611,90,ang,FIL,,True
1612,90,buy-bust,ENG,,True
1613,90,operation,ENG,,True
1614,90,ng,FIL,,True
1615,90,Philippine,ENG,NE,True
1616,90,National,ENG,NE,True
1617,90,Police-Drug,ENG,NE,True
1618,90,Enforcement,ENG,NE,True
1619,90,Group,ENG,NE,True
1620,90,(,OTH,,True
1621,90,PDEG,OTH,ABB_NE,True
1622,90,),OTH,,True
1623,90,sa,FIL,,True
1624,90,Las,FIL,NE,True
1625,90,Pinas,FIL,NE,True
1626,90,City,ENG,NE,True
1627,90,",",OTH,,True
1628,90,Martes,FIL,,True
1629,90,ng,FIL,,True
1630,90,gabi,FIL,,True
1631,90,.,OTH,,True
1632,91,Si,FIL,,True
1633,91,baby,ENG,,True
1634,91,yung,FIL,,True
1635,91,nakakaawa,FIL,,True
1636,91,pag,FIL,,True
1637,91,nagkasipon,FIL,,True
1638,91,si,FIL,,True
1639,91,baby,ENG,,True
1640,91,dahil,FIL,,True
1641,91,nagpapahamog,FIL,,True
1642,91,ka,FIL,,True
1643,91,ng,FIL,,True
1644,91,nagbubuntis,FIL,,True
1645,91,.,OTH,,True
1655,94,hAHAHAHHAAHSHHAHA,OTH,EXPR,True
1656,94,pls,OTH,ABB,True
1657,94,kaharap,FIL,,True
1658,94,ko,FIL,,True
1659,94,ngayon,FIL,,True
1660,94,mga,FIL,,True
1661,94,dapat,FIL,,True
1662,94,hugasan,FIL,,True
1663,94,na,FIL,,True
1664,94,plato,FIL,,True
1665,94,sige,FIL,,True
1666,94,pi,FIL,,False
1667,94,feel,ENG,,True
1668,94,ko,FIL,,True
1669,94,eto,FIL,,True
1670,94,na,FIL,,True
1671,94,ang,FIL,,True
1672,94,sign,ENG,,True
1673,94,",",OTH,,True
1674,95,Napaka,FIL,,True
1675,95,bano,FIL,,True
1676,95,mo,FIL,,True
1677,95,naman,FIL,,True
1678,95,mag,FIL,,True
1679,95,commentator,ENG,,True
1680,95,wala,FIL,,True
1681,95,man,FIL,,True
1682,95,lang,FIL,,True
1683,95,pang,FIL,,True
1684,95,hype,ENG,,True
1685,95,sa,FIL,,True
1686,95,mga,FIL,,True
1687,95,crowd,ENG,,True
1688,95,.,OTH,,True
1689,97,try,ENG,,True
1690,97,mo,FIL,,True
1691,97,na,FIL,,True
1692,97,bilisan,FIL,,True
1693,97,mo,FIL,,True
1694,97,ako,FIL,,True
1695,97,ang,FIL,,True
1696,97,desisyon,FIL,,True
1697,97,sa,FIL,,True
1698,97,mundong,FIL,,True
1699,97,ito,FIL,,True
1711,99,Layon,FIL,,True
1712,99,ng,FIL,,True
1713,99,SMC,OTH,ABB_NE,True
1714,99,",",OTH,,True
1715,99,sabi,FIL,,True
1716,99,ni,FIL,,True
1717,99,Ang,OTH,NE,True
1718,99,",",OTH,,True
1719,99,na,FIL,,True
1720,99,linisin,FIL,,True
1721,99,ang,FIL,,True
1722,99,mga,FIL,,True
1723,99,pangunahing,FIL,,True
1724,99,ilog,FIL,,True
1725,99,at,FIL,,True
1726,99,mga,FIL,,True
1727,99,dinadaluyan,FIL,,True
1728,99,nito,FIL,,True
1729,99,na,FIL,,True
1730,99,barado,FIL,,True
1731,99,ng,FIL,,True
1732,99,mga,FIL,,True
1733,99,basura,FIL,,True
1734,99,at,FIL,,True
1735,99,burak,FIL,,True
1736,99,sa,FIL,,True
1737,99,nakalipas,FIL,,True
1738,99,na,FIL,,True
1739,99,maraming,FIL,,True
1740,99,dekada,FIL,,True
1741,99,kung,FIL,,True
1742,99,kayat,FIL,,True
1743,99,hindi,FIL,,True
1744,99,maayos,FIL,,True
1745,99,ang,FIL,,True
1746,99,pag-agos,FIL,,True
1747,99,ng,FIL,,True
1748,99,tubig,FIL,,True
1749,99,baha,FIL,,True
1750,99,patungo,FIL,,True
1751,99,sa,FIL,,True
1752,99,Manila,OTH,NE,True
1753,99,Bay,ENG,NE,True
1754,99,.,OTH,,True
1755,101,Hindi,FIL,,True
1756,101,naman,FIL,,True
1757,101,ito,FIL,,True
1758,101,winika,FIL,,True
1759,101,ni,FIL,,True
1760,101,Hudas,OTH,NE,True
1761,101,dahil,FIL,,True
1762,101,siya,FIL,,True
1763,101,ay,FIL,,True
1764,101,nagmamalasakit,FIL,,True
1765,101,sa,FIL,,True
1766,101,mga,FIL,,True
1767,101,dukha,FIL,,True
1768,101,.,OTH,,True
1769,102,Ano,FIL,,True
1770,102,magnda,FIL,,False
1771,102,gawin,FIL,,True
1772,102,sa,FIL,,True
1773,102,mga,FIL,,True
1774,102,Bbw,OTH,ABB,True
1775,102,?,OTH,,True
1776,103,Matatandaang,FIL,,True
1777,103,nakaraang,FIL,,True
1778,103,linggo,FIL,,True
1779,103,ay,FIL,,True
1780,103,hayagang,FIL,,True
1781,103,idineklara,FIL,,True
1782,103,ng,FIL,,True
1783,103,mga,FIL,,True
1784,103,kaalyado,FIL,,True
1785,103,ni,FIL,,True
1786,103,Cayetano,OTH,NE,True
1787,103,ang,FIL,,True
1788,103,patuloy,FIL,,True
1789,103,na,FIL,,True
1790,103,suporta,FIL,,True
1791,103,sa,FIL,,True
1792,103,liderato,OTH,,True
1793,103,nito,FIL,,True
1794,103,sa,FIL,,True
1795,103,kabila,FIL,,True
1796,103,selyadong,FIL,,True
1797,103,term,ENG,,True
1798,103,sharing,ENG,,True
1799,103,.,OTH,,True
1800,104,Nung,FIL,,True
1801,104,2019,OTH,,True
1802,104,nagstart,FIL,,True
1803,104,kami,FIL,,True
1804,104,mag-ipon,FIL,,True
1805,104,ng,FIL,,True
1806,104,materyales,FIL,,True
1807,104,para,FIL,,True
1808,104,sa,FIL,,True
1809,104,bahay,FIL,,True
1810,104,",",OTH,,True
1811,104,nung,FIL,,True
1812,104,october,ENG,,True
1813,104,2020,OTH,,True
1814,104,naman,FIL,,True
1815,104,nag-umpisa,FIL,,True
1816,104,na,FIL,,True
