word_id,sentence_id,word,label,is_ne,is_spelling_correct
21287,1327,ang,FIL,,True
21288,1327,ipapatupad,FIL,,True
21289,1327,dito,FIL,,True
21290,1327,sa,FIL,,True
21291,1327,ibabaw,FIL,,True
21292,1327,ng,FIL,,True
21293,1327,lupa,FIL,,True
21294,1327,",",OTH,,True
21295,1327,sigurado,FIL,,True
21296,1327,na,FIL,,True
21297,1327,walang,FIL,,True
21298,1327,makaligtas,FIL,,True
21299,1327,at,FIL,,True
21300,1327,makakapasa,FIL,,True
21301,1327,.,OTH,,True
21302,1328,Kung,FIL,,True
21303,1328,ganun,FIL,,True
21304,1328,",",OTH,,True
21305,1328,wala,FIL,,True
21306,1328,talagang,FIL,,True
21307,1328,aasahang,FIL,,True
21308,1328,rule,ENG,,True
21309,1328,of,ENG,,True
21310,1328,law,ENG,,True
21311,1328,sa,FIL,,True
21312,1328,mga,FIL,,True
21313,1328,Duterte,OTH,NE,True
21314,1328,kapag,FIL,,True
21315,1328,sila,FIL,,True
21316,1328,at,FIL,,True
21317,1328,mga,FIL,,True
21318,1328,tao,FIL,,True
21319,1328,nila,FIL,,True
21320,1328,ang,FIL,,True
21321,1328,sangkot,FIL,,True
21322,1328,",",OTH,,True
21323,1328,litanya,FIL,,True
21324,1328,ni,FIL,,True
21325,1328,De,OTH,NE,True
21326,1328,Lima,OTH,NE,True
21327,1328,.,OTH,,True
21340,1331,Nakapagtala,FIL,,True
21341,1331,ng,FIL,,True
21342,1331,panibagong,FIL,,True
21343,1331,malawakang,FIL,,True
21344,1331,pagsabog,FIL,,True
21345,1331,sa,FIL,,True
21346,1331,Tonga,OTH,NE,True
21347,1331,volcano,ENG,,True
21348,1331,ang,FIL,,True
21349,1331,Darwin,OTH,NE,True
21350,1331,Volcanic,ENG,NE,True
21351,1331,Ash,ENG,NE,True
21352,1331,Advisory,ENG,NE,True
21353,1331,Centre,ENG,NE,True
21354,1331,.,OTH,,True
21397,1335,mga,FIL,,True
21398,1335,kulang,FIL,,True
21399,1335,sa,FIL,,True
21400,1335,kaalaman,FIL,,True
21401,1335,at,FIL,,True
21402,1335,sa,FIL,,True
21403,1335,hirap,FIL,,True
21404,1335,ng,FIL,,True
21405,1335,buhay,FIL,,True
21406,1335,sa,FIL,,True
21407,1335,probinsya,FIL,,True
21408,1335,kaya,FIL,,True
21409,1335,umaasa,FIL,,True
21410,1335,sa,FIL,,True
21411,1335,mga,FIL,,True
21412,1335,milagro,FIL,,True
21413,1335,.,OTH,,True
21414,1336,Paano,FIL,,True
21415,1336,man,FIL,,True
21416,1336,ako,FIL,,True
21417,1336,maaaring,FIL,,True
21418,1336,pahirapan,FIL,,True
21419,1336,ng,FIL,,True
21420,1336,mga,FIL,,True
21421,1336,diyablong,FIL,,True
21422,1336,iyon,FIL,,True
21423,1336,",",OTH,,True
21424,1336,alam,FIL,,True
21425,1336,ko,FIL,,True
21426,1336,na,FIL,,True
21427,1336,gagabayan,FIL,,True
21428,1336,ako,FIL,,True
21429,1336,ng,FIL,,True
21430,1336,Diyos,FIL,NE,True
21431,1336,na,FIL,,True
21432,1336,matiis,FIL,,True
21433,1336,ang,FIL,,True
21434,1336,lahat,FIL,,True
21435,1336,ng,FIL,,True
21436,1336,iyon,FIL,,True
21437,1336,.,OTH,,True
21443,1338,Ang,FIL,,True
21444,1338,mga,FIL,,True
21445,1338,impormasyong,FIL,,True
21446,1338,makakalap,FIL,,True
21447,1338,ay,FIL,,True
21448,1338,maaari,FIL,,True
21449,1338,lamang,FIL,,True
21450,1338,makuha,FIL,,True
21451,1338,ng,FIL,,True
21452,1338,mga,FIL,,True
21453,1338,awtoridad,FIL,,True
21454,1338,sa,FIL,,True
21455,1338,utos,FIL,,True
21456,1338,ng,FIL,,True
21457,1338,isang,FIL,,True
21458,1338,korte,FIL,,True
21459,1338,(,OTH,,True
21460,1338,All,ENG,,True
21461,1338,the,ENG,,True
21462,1338,information,ENG,,True
21463,1338,gathered,ENG,,True
21464,1338,can,ENG,,True
21465,1338,only,ENG,,True
21466,1338,be,ENG,,True
21467,1338,accessed,ENG,,True
21468,1338,by,ENG,,True
21469,1338,authorities,ENG,,True
21470,1338,through,ENG,,True
21471,1338,a,ENG,,True
21472,1338,court,ENG,,True
21473,1338,order,ENG,,True
21474,1338,),OTH,,True
21475,1338,.,OTH,,True
21476,1339,nakatulog,FIL,,True
21477,1339,na,FIL,,True
21478,1339,ako,FIL,,True
21479,1339,after,ENG,,True
21480,1339,niyan,FIL,,True
21481,1339,HAHAHAHAHA,OTH,EXPR,True
21497,1341,Makakain,FIL,,True
21498,1341,pa,FIL,,True
21499,1341,ng,FIL,,True
21500,1341,masarap,FIL,,True
21501,1341,ang,FIL,,True
21502,1341,pamilya,FIL,,True
21503,1341,mo,FIL,,True
21504,1341,.,OTH,,True
21537,1343,Day,ENG,,True
21538,1343,2,OTH,,True
21539,1343,ng,FIL,,True
21540,1343,gagawin,FIL,,True
21541,1343,lahat,FIL,,True
21542,1343,except,ENG,,True
21543,1343,mag-aral,FIL,,True
21650,1348,Nagdulot,FIL,,True
21651,1348,naman,FIL,,True
21652,1348,ito,FIL,,True
21653,1348,ng,FIL,,True
21654,1348,ibat,FIL,,True
21655,1348,ibang,FIL,,True
21656,1348,reaksyon,FIL,,True
21657,1348,mula,FIL,,True
21658,1348,sa,FIL,,True
21659,1348,mga,FIL,,True
21660,1348,netizen,ENG,,True
21661,1348,.,OTH,,True
21717,1352,Sa,FIL,,True
21718,1352,ilalim,FIL,,True
21719,1352,ng,FIL,,True
21720,1352,Alert,ENG,,True
21721,1352,Level,ENG,,True
21722,1352,3,OTH,,True
21723,1352,",",OTH,,True
21724,1352,batay,FIL,,True
21725,1352,sa,FIL,,True
21726,1352,ordinansa,FIL,,True
21727,1352,",",OTH,,True
21728,1352,ang,FIL,,True
21729,1352,mga,FIL,,True
21730,1352,ganap,FIL,,True
21731,1352,na,FIL,,True
21732,1352,nabakunahang,FIL,,True
21733,1352,menor,FIL,,True
21734,1352,de,FIL,,True
21735,1352,edad,FIL,,True
21736,1352,sa,FIL,,True
21737,1352,Muntinlupa,OTH,NE,True
21738,1352,ay,FIL,,True
21739,1352,pinapayagang,FIL,,True
21740,1352,gawin,FIL,,True
21741,1352,ang,FIL,,True
21742,1352,mga,FIL,,True
21743,1352,sumusunod,FIL,,True
21744,1352,:,OTH,,True
21745,1352,Intra-zonal,ENG,,True
21746,1352,at,FIL,,True
21747,1352,inter-zonal,ENG,,True
21748,1352,na,FIL,,True
21749,1352,paglalakbay,FIL,,True
21750,1352,(,OTH,,True
21751,1352,kung,FIL,,True
21752,1352,may,FIL,,True
21753,1352,kasamang,FIL,,True
21754,1352,magulang,FIL,,True
21755,1352,o,FIL,,True
21756,1352,nasa,FIL,,True
21757,1352,hustong,FIL,,True
21758,1352,gulang,FIL,,True
21759,1352,na,FIL,,True
21760,1352,tagapag-alaga,FIL,,True
21761,1352,sa,FIL,,True
21762,1352,lahat,FIL,,True
21763,1352,ng,FIL,,True
21764,1352,oras,FIL,,True
21765,1352,),OTH,,True
21766,1352,Bumili,FIL,,True
21767,1352,ng,FIL,,True
21768,1352,mahahalagang,FIL,,True
21769,1352,gamit,FIL,,True
21770,1352,sa,FIL,,True
21771,1352,mga,FIL,,True
21772,1352,pinahihintulutang,FIL,,True
21773,1352,establisyimento,FIL,,True
21774,1352,(,OTH,,True
21775,1352,take-out,ENG,,True
21776,1352,na,FIL,,True
21777,1352,pagkain,FIL,,True
21778,1352,",",OTH,,True
21779,1352,gamot,FIL,,True
21780,1352,),OTH,,True
21781,1352,Mahahalagang,FIL,,True
21782,1352,aktibidad,FIL,,True
21783,1352,sa,FIL,,True
21784,1352,mga,FIL,,True
21785,1352,pinapahintulutang,FIL,,True
21786,1352,opisina,FIL,,True
21787,1352,at,FIL,,True
21788,1352,/,OTH,,True
21789,1352,o,FIL,,True
21790,1352,establisyimento,FIL,,True
21791,1352,(,OTH,,True
21792,1352,trabaho,FIL,,True
21793,1352,",",OTH,,True
21794,1352,serbisyo,FIL,,True
21795,1352,ng,FIL,,True
21796,1352,gobyerno,FIL,,True
21797,1352,",",OTH,,True
21798,1352,serbisyong,FIL,,True
21799,1352,medikal,FIL,,True
21800,1352,),OTH,,True
21801,1353,Tandaan,FIL,,True
21802,1353,:,OTH,,True
21803,1353,hindi,FIL,,True
21804,1353,lang,FIL,,True
21805,1353,si,FIL,,True
21806,1353,(,OTH,,True
21807,1353,President,ENG,,True
21808,1353,),OTH,,True
21809,1353,Leni,OTH,NE,True
21810,1353,ang,FIL,,True
21811,1353,lulutas,FIL,,True
21812,1353,sa,FIL,,True
21813,1353,lahat,FIL,,True
21814,1353,ng,FIL,,True
21815,1353,problema,FIL,,True
21816,1353,.,OTH,,True
21844,1355,Nagkaroon,FIL,,True
21845,1355,ako,FIL,,True
21846,1355,ng,FIL,,True
21847,1355,pagkakataon,FIL,,True
21848,1355,na,FIL,,True
21849,1355,makapagroad,FIL,,True
21850,1355,trip,ENG,,True
21851,1355,sa,FIL,,True
21852,1355,Southern,ENG,NE,True
21853,1355,Tagalog,FIL,NE,True
21854,1355,nitong,FIL,,True
21855,1355,nakaraang,FIL,,True
21856,1355,linggo,FIL,,True
21857,1355,at,FIL,,True
21858,1355,hindi,FIL,,True
21859,1355,naman,FIL,,True
21860,1355,ako,FIL,,True
21861,1355,nagsisi,FIL,,True
21862,1355,pagkatapos,FIL,,True
21863,1355,dahil,FIL,,True
21864,1355,kahit,FIL,,True
21865,1355,paano,FIL,,True
21866,1355,ay,FIL,,True
21867,1355,nawala,FIL,,True
21868,1355,ang,FIL,,True
21869,1355,pagkabagot,FIL,,True
21870,1355,na,FIL,,True
21871,1355,dulot,FIL,,True
21872,1355,ng,FIL,,True
21873,1355,patuloy,FIL,,True
21874,1355,sa,FIL,,True
21875,1355,paghaba,FIL,,True
21876,1355,at,FIL,,True
21877,1355,tila,FIL,,True
21878,1355,mas,FIL,,True
21879,1355,mahaba,FIL,,True
21880,1355,pang,FIL,,True
21881,1355,epekto,FIL,,True
21882,1355,ng,FIL,,True
21883,1355,pandemya,FIL,,True
21884,1355,na,FIL,,True
21885,1355,naging,FIL,,True
21886,1355,dahilan,FIL,,True
21887,1355,malimitahan,FIL,,True
21888,1355,ang,FIL,,True
21889,1355,ating,FIL,,True
21890,1355,mga,FIL,,True
21891,1355,galaw,FIL,,True
21892,1355,na,FIL,,True
21893,1355,unti-unti,FIL,,True
21894,1355,nang,FIL,,True
21895,1355,napupuno,FIL,,True
21896,1355,sa,FIL,,True
21897,1355,katawan,FIL,,True
21898,1355,ko,FIL,,True
21899,1355,.,OTH,,True
21900,1356,Asan,FIL,,True
21901,1356,na,FIL,,True
21902,1356,kaya,FIL,,True
21903,1356,sila,FIL,,True
21904,1356,ngayon,FIL,,True
21905,1356,?,OTH,,True
21945,1360,May,FIL,,True
21946,1360,mga,FIL,,True
21947,1360,offer,ENG,,True
21948,1360,at,FIL,,True
21949,1360,raket,FIL,,True
21950,1360,na,FIL,,True
21951,1360,rin,FIL,,True
21952,1360,siyang,FIL,,True
21953,1360,natatanggap,FIL,,True
21954,1360,makalipas,FIL,,True
21955,1360,ang,FIL,,True
21956,1360,ilang,FIL,,True
21957,1360,buwang,FIL,,True
21958,1360,nakatengga,FIL,,True
21959,1360,lang,FIL,,True
21960,1360,sa,FIL,,True
21961,1360,bahay,FIL,,True
21962,1360,.,OTH,,True
21993,1363,Dapat,FIL,,True
21994,1363,nagtatanim,FIL,,True
21995,1363,din,FIL,,True
21996,1363,ng,FIL,,True
21997,1363,gulay,FIL,,True
21998,1363,sa,FIL,,True
21999,1363,bakuran,FIL,,True
22000,1363,ang,FIL,,True
22001,1363,babaeng,FIL,,True
22002,1363,asawa,FIL,,True
22003,1363,para,FIL,,True
22004,1363,may,FIL,,True
22005,1363,ulam,FIL,,True
22006,1363,hindi,FIL,,True
22007,1363,lang,FIL,,True
22008,1363,asin,FIL,,True
22009,1363,ang,FIL,,True
22010,1363,inuulam,FIL,,True
22035,1367,Usapan,FIL,,True
22036,1367,ngayon,FIL,,True
22037,1367,sa,FIL,,True
22038,1367,social,ENG,,True
22039,1367,media,ENG,,True
22040,1367,ang,FIL,,True
22041,1367,bagong,FIL,,True
22042,1367,paandar,FIL,,True
22043,1367,ng,FIL,,True
22044,1367,hunk,ENG,,True
22045,1367,singer-actor,ENG,,True
22046,1367,na,FIL,,True
22047,1367,si,FIL,,True
22048,1367,Markki,OTH,NE,True
22049,1367,Stroem,OTH,NE,True
22050,1367,.,OTH,,True
22071,1369,Sa,FIL,,True
22072,1369,pahayag,FIL,,True
22073,1369,ng,FIL,,True
22074,1369,Insurers,ENG,NE,True
22075,1369,for,ENG,NE,True
22076,1369,Leni,OTH,NE,True
22077,1369,",",OTH,,True
22078,1369,dineklara,FIL,,True
22079,1369,ng,FIL,,True
22080,1369,grupo,FIL,,True
22081,1369,ang,FIL,,True
22082,1369,brand,ENG,,True
22083,1369,of,ENG,,True
22084,1369,value-based,ENG,,True
22085,1369,leadership,ENG,,True
22086,1369,umano,FIL,,True
22087,1369,ni,FIL,,True
22088,1369,Robredo,OTH,NE,True
22089,1369,na,FIL,,True
22090,1369,kailangan,FIL,,True
22091,1369,ng,FIL,,True
22092,1369,bansa,FIL,,True
22093,1369,para,FIL,,True
22094,1369,sa,FIL,,True
22095,1369,mas,FIL,,True
22096,1369,maayos,FIL,,True
22097,1369,na,FIL,,True
22098,1369,pamumuhay,FIL,,True
22099,1369,ng,FIL,,True
22100,1369,mga,FIL,,True
22101,1369,Pilipino,FIL,NE,True
22102,1369,.,OTH,,True
22103,1371,yung,FIL,,True
22104,1371,nagpaliwanag,FIL,,True
22105,1371,ba,FIL,,True
22106,1371,sumalo,FIL,,True
22107,1371,ng,FIL,,True
22108,1371,galit,FIL,,True
22109,1371,?,OTH,,True
22110,1372,Nagsimula,FIL,,True
22111,1372,bago,FIL,,True
22112,1372,mag-alas-8,OTH,,True
22113,1372,ng,FIL,,True
22114,1372,umaga,FIL,,True
22115,1372,sa,FIL,,True
22116,1372,harap,FIL,,True
22117,1372,ng,FIL,,True
22118,1372,Commission,ENG,NE,True
22119,1372,on,ENG,NE,True
22120,1372,Audit,ENG,NE,True
22121,1372,(,OTH,,True
22122,1372,COA,OTH,ABB_NE,True
22123,1372,),OTH,,True
22124,1372,sa,FIL,,True
22125,1372,Commonwealth,ENG,NE,True
22126,1372,Ave,OTH,ABB_NE,True
22127,1372,",",OTH,,True
22128,1372,nagtapos,FIL,,True
22129,1372,ang,FIL,,True
22130,1372,caravan,ENG,,True
22131,1372,sa,FIL,,True
22132,1372,Welcome,ENG,NE,True
22133,1372,Rotonda,FIL,NE,True
22134,1372,sa,FIL,,True
22135,1372,Quezon,OTH,NE,True
22136,1372,Ave,OTH,ABB_NE,True
22137,1372,pagsapit,FIL,,True
22138,1372,ng,FIL,,True
22139,1372,alas-1,OTH,,True
22140,1372,ng,FIL,,True
22141,1372,hapon,FIL,,True
22142,1372,.,OTH,,True
22143,1373,Natatawa,FIL,,True
22144,1373,ako,FIL,,True
22145,1373,kay,FIL,,True
22146,1373,seah,OTH,NE,True
22147,1373,HAHAHAHHAHA,OTH,EXPR,True
22148,1374,Ako,FIL,,True
22149,1374,naman,FIL,,True
22150,1374,si,FIL,,True
22151,1374,tanga,FIL,,True
22152,1374,",",OTH,,True
22153,1374,naniwala,FIL,,True
22154,1374,ako,FIL,,True
22155,1374,sa,FIL,,True
22156,1374,pangakong,FIL,,True
22157,1374,he'll,ENG,,True
22158,1374,be,ENG,,True
22159,1374,a,ENG,,True
22160,1374,better,ENG,,True
22161,1374,man,ENG,,True
22162,1374,basta,FIL,,True
22163,1374,bumalik,FIL,,True
22164,1374,lang,FIL,,True
22165,1374,ako,FIL,,True
22166,1374,.,OTH,,True
22314,1385,Kami,FIL,,True
22315,1385,na,FIL,,True
22316,1385,nagreklamo,FIL,,True
22317,1385,sa,FIL,,True
22318,1385,pagkawala,FIL,,True
22319,1385,ng,FIL,,True
22320,1385,pera,FIL,,True
22321,1385,ko,FIL,,True
22322,1385,na,FIL,,True
22323,1385,sana,FIL,,True
22324,1385,pangpagamot,FIL,,True
22325,1385,ko,FIL,,True
22326,1385,ng,FIL,,True
22327,1385,mga,FIL,,True
22328,1385,panahon,FIL,,True
22329,1385,na,FIL,,True
22330,1385,yun,FIL,,True
22331,1385,ako,FIL,,True
22332,1385,pa,FIL,,True
22333,1385,pinalabas,FIL,,True
22334,1385,na,FIL,,True
22335,1385,may,FIL,,True
22336,1385,kasalanan,FIL,,True
22337,1385,ng,FIL,,True
22338,1385,bangko,FIL,,True
22339,1385,na,FIL,,True
22340,1385,yan,FIL,,True
22341,1385,!,OTH,,True
22354,1388,Sinabi,FIL,,True
22355,1388,ni,FIL,,True
22356,1388,Domagoso,OTH,NE,True
22357,1388,nitong,FIL,,True
22358,1388,Linggo,FIL,NE,True
22359,1388,",",OTH,,True
22360,1388,Marso,FIL,NE,True
22361,1388,1,OTH,,True
22362,1388,",",OTH,,True
22363,1388,na,FIL,,True
22364,1388,gagamitin,FIL,,True
22365,1388,niya,FIL,,True
22366,1388,ang,FIL,,True
22367,1388,mga,FIL,,True
22368,1388,malilikom,FIL,,True
22369,1388,sa,FIL,,True
22370,1388,tax,ENG,,True
22371,1388,debts,ENG,,True
22372,1388,para,FIL,,True
22373,1388,matulungan,FIL,,True
22374,1388,ang,FIL,,True
22375,1388,mga,FIL,,True
22376,1388,Pilipinong,FIL,NE,True
22377,1388,naapektuhan,FIL,,True
22378,1388,ng,FIL,,True
22379,1388,coronavirus,ENG,,True
22380,1388,disease,ENG,,True
22381,1388,(,OTH,,True
22382,1388,COVID-19,OTH,ABB_NE,True
22383,1388,),OTH,,True
22384,1388,pandemic,ENG,,True
22385,1388,.,OTH,,True
22392,1390,Kilala,FIL,,True
22393,1390,ang,FIL,,True
22394,1390,umanoy,FIL,,True
22395,1390,drug,ENG,,True
22396,1390,lord,ENG,,True
22397,1390,dati,FIL,,True
22398,1390,bilang,FIL,,True
22399,1390,isa,FIL,,True
22400,1390,sa,FIL,,True
22401,1390,mga,FIL,,True
22402,1390,nakakapuslit,FIL,,True
22403,1390,ng,FIL,,True
22404,1390,kilo-kilong,FIL,,True
22405,1390,droga,FIL,,True
22406,1390,sa,FIL,,True
22407,1390,buong,FIL,,True
22408,1390,Visayas,FIL,NE,True
22409,1390,.,OTH,,True
22430,1392,Kastress,FIL,,True
22431,1392,tong,FIL,,True
22432,1392,mga,FIL,,True
22433,1392,kailangan,FIL,,True
22434,1392,lakarin,FIL,,True
22435,1392,sa,FIL,,True
22436,1392,work,ENG,,True
22437,1392,ah,OTH,EXPR,True
22438,1392,ayoko,FIL,,True
22439,1392,na,FIL,,True
22440,1394,Matatabunan,FIL,,True
22441,1394,din,FIL,,True
22442,1394,ba,FIL,,True
22443,1394,ako,FIL,,True
22444,1394,ng,FIL,,True
22445,1394,oppai,OTH,,True
22446,1394,ni,FIL,,True
22447,1394,Saeko,OTH,NE,True
22448,1394,pag,FIL,,True
22449,1394,nagkazombie,FIL,,True
22450,1394,apocalypse,ENG,,True
22451,1394,?,OTH,,True
22452,1396,Dapat,FIL,,True
22453,1396,talaga,FIL,,True
22454,1396,na,FIL,,True
22455,1396,matalino,FIL,,True
22456,1396,tayo,FIL,,True
22457,1396,sa,FIL,,True
22458,1396,pagboto,FIL,,True
22459,1396,",",OTH,,True
22460,1396,huwag,FIL,,True
22461,1396,magpaloko,FIL,,True
22462,1396,sa,FIL,,True
22463,1396,mabulaklak,FIL,,True
22464,1396,ang,FIL,,True
22465,1396,sinasabi,FIL,,True
22466,1396,",",OTH,,True
22467,1396,huwag,FIL,,True
22468,1396,agad-agad,FIL,,True
22469,1396,bibigay,FIL,,True
22470,1396,",",OTH,,True
22471,1396,kilalanin,FIL,,True
22472,1396,maigi,FIL,,True
22473,1396,.,OTH,,True
22486,1399,Kabanata,FIL,,True
22487,1399,70,OTH,,True
22488,1399,Na,FIL,,True
22489,1399,ang,FIL,,True
22490,1399,Aking,FIL,,True
22491,1399,mga,FIL,,True
22492,1399,misteryo,FIL,,True
22493,1399,ay,FIL,,True
22494,1399,ibinubunyag,FIL,,True
22495,1399,at,FIL,,True
22496,1399,bukas,FIL,,True
22497,1399,na,FIL,,True
22498,1399,namamalas,FIL,,True
22499,1399,",",OTH,,True
22500,1399,at,FIL,,True
22501,1399,hindi,FIL,,True
22502,1399,na,FIL,,True
22503,1399,nakatago,FIL,,True
22504,1399,",",OTH,,True
22505,1399,ay,FIL,,True
22506,1399,lubusang,FIL,,True
22507,1399,dahil,FIL,,True
22508,1399,sa,FIL,,True
22509,1399,Aking,FIL,,True
22510,1399,biyaya,FIL,,True
22511,1399,at,FIL,,True
22512,1399,awa,FIL,,True
22513,1399,.,OTH,,True
22514,1400,Ano,FIL,,True
22515,1400,ba,FIL,,True
22516,1400,ang,FIL,,True
22517,1400,problema,FIL,,True
22518,1400,mo,FIL,,True
22519,1400,at,FIL,,True
22520,1400,ang,FIL,,True
22521,1400,ingay-ingay,FIL,,True
22522,1400,mo,FIL,,True
22523,1400,",",OTH,,True
22524,1400,wika,FIL,,True
22525,1400,umano,FIL,,True
22526,1400,ni,FIL,,True
22527,1400,Ladia,OTH,NE,True
22528,1400,na,FIL,,True
22529,1400,sinagot,FIL,,True
22530,1400,naman,FIL,,True
22531,1400,ng,FIL,,True
22532,1400,biktima,FIL,,True
22533,1400,na,FIL,,True
22534,1400,bakit,FIL,,True
22535,1400,pag,FIL,,True
22536,1400,sinabi,FIL,,True
22537,1400,ko,FIL,,True
22538,1400,ba,FIL,,True
22539,1400,sayo,FIL,,True
22540,1400,masusulusyunan,FIL,,True
22541,1400,mo,FIL,,True
22542,1400,?,OTH,,True
22562,1402,Mga,FIL,,True
22563,1402,bias,ENG,,True
22564,1402,kayo,FIL,,True
22565,1402,na,FIL,,True
22566,1402,istasyon,FIL,,True
22567,1402,dapat,FIL,,True
22568,1402,lang,FIL,,True
22569,1402,kayo,FIL,,True
22570,1402,magsara,FIL,,True
22619,1408,Sinasabi,FIL,,True
22620,1408,niyo,FIL,,True
22621,1408,na,FIL,,True
22622,1408,di,FIL,,True
22623,1408,pa,FIL,,True
22624,1408,ako,FIL,,True
22625,1408,nagbabago,FIL,,True
22626,1408,na,FIL,,True
22627,1408,mas,FIL,,True
22628,1408,lumala,FIL,,True
22629,1408,ugali,FIL,,True
22630,1408,ko,FIL,,True
22631,1408,",",OTH,,True
22632,1408,lahat,FIL,,True
22633,1408,kasi,FIL,,True
22634,1408,may,FIL,,True
22635,1408,proseso,FIL,,True
22636,1408,.,OTH,,True
22643,1411,ang,FIL,,True
22644,1411,dami,FIL,,True
22645,1411,kong,FIL,,True
22646,1411,gagawin,FIL,,True
22647,1411,natataranta,FIL,,True
22648,1411,ako,FIL,,True
22649,1411,pero,FIL,,True
22650,1411,kelangan,FIL,,False
22651,1411,cute,ENG,,True
22652,1411,pa,FIL,,True
22653,1411,din,FIL,,True
22718,1414,umalis,FIL,,True
22719,1414,na,FIL,,True
22720,1414,yong,FIL,,False
22721,1414,anak,FIL,,True
22722,1414,kaya,FIL,,True
22723,1414,ngayon,FIL,,True
22724,1414,lang,FIL,,True
22725,1414,siya,FIL,,True
22726,1414,nag,FIL,,True
22727,1414,sumbong,FIL,,True
22728,1414,!,OTH,,True
22729,1415,Lord,ENG,NE,True
22730,1415,sana,FIL,,True
22731,1415,maipasa,FIL,,True
22732,1415,ko,FIL,,True
22733,1415,lahat,FIL,,True
22734,1415,ng,FIL,,True
22735,1415,exam,ENG,,True
22736,1415,",",OTH,,True
22737,1415,sure,ENG,,True
22738,1415,ako,FIL,,True
22739,1415,pag,FIL,,True
22740,1415,may,FIL,,True
22741,1415,nabagsak,FIL,,True
22742,1415,ko,FIL,,True
22743,1415,failure,ENG,,True
22744,1415,na,FIL,,True
22745,1415,tingin,FIL,,True
22746,1415,ng,FIL,,True
22747,1415,lahat,FIL,,True
22896,1423,Ayon,FIL,,True
22897,1423,sa,FIL,,True
22898,1423,hepe,FIL,,True
22899,1423,ng,FIL,,True
22900,1423,Tiaong,OTH,NE,True
22901,1423,Municipal,ENG,NE,True
22902,1423,Police,ENG,NE,True
22903,1423,Station,ENG,NE,True
22904,1423,",",OTH,,True
22905,1423,maaring,FIL,,True
22906,1423,paghihiganti,FIL,,True
22907,1423,kay,FIL,,True
22908,1423,dating,FIL,,True
22909,1423,kapitan,FIL,,True
22910,1423,Richard,OTH,NE,True
22911,1423,Nitro,OTH,NE,True
22912,1423,ang,FIL,,True
22913,1423,nakikita,FIL,,True
22914,1423,nilang,FIL,,True
22915,1423,motibo,FIL,,True
22916,1423,sa,FIL,,True
22917,1423,pamamaril,FIL,,True
22918,1423,.,OTH,,True
22919,1424,Sa,FIL,,True
22920,1424,mga,FIL,,True
22921,1424,taken,ENG,,True
22922,1424,",",OTH,,True
22923,1424,dineretso,FIL,,True
22924,1424,niyo,FIL,,True
22925,1424,ba,FIL,,True
22926,1424,na,FIL,,True
22927,1424,same,ENG,,True
22928,1424,sex,ENG,,True
22929,1424,ang,FIL,,True
22930,1424,kasintahan,FIL,,True
22931,1424,niyo,FIL,,True
22932,1424,?,OTH,,True
22976,1426,Nauubos,FIL,,True
22977,1426,ang,FIL,,True
22978,1426,pasensya,FIL,,True
22979,1426,ko,FIL,,True
22980,1426,sa,FIL,,True
22981,1426,patalastas,FIL,,True
22982,1426,.,OTH,,True
22983,1427,Punahin,FIL,,True
22984,1427,ang,FIL,,True
22985,1427,bawat,FIL,,True
22986,1427,maling,FIL,,True
22987,1427,desisyon,FIL,,True
22988,1427,.,OTH,,True
